deenpx,expend
aenttu,"attune,tauten"
effilp,piffle
abcfno,confab
aenttx,extant
aentty,tetany
deelmn,mendel
bbelow,wobble
ahrstw,"swarth,wraths"
acenop,capone
degklu,kludge
acenos,"canoes,oceans"
efklsu,flukes
dempsu,spumed
aeekny,yankee
aadlnu,landau
deehrr,herder
agirst,gratis
aadlns,sandal
abnors,barons
aelmty,tamely
bootux,outbox
eipsst,"spites,stipes"
eoprtt,potter
eflrsy,flyers
aarssv,vassar
elnors,"enrols,loners"
censty,encyst
anossx,saxons
giltuy,guilty
bcemos,combes
aciknt,catkin
cejoos,jocose
dlmoou,modulo
eiiqtu,quieti
adimwy,midway
efgint,feting
efgins,feigns
efginr,"finger,fringe"
aeelst,"elates,teasel"
aeelsv,"leaves,sleave"
aeelsw,weasel
acgnor,garcon
acgnos,congas
dehlru,"hurdle,hurled"
aeelss,"easels,leases"
bbbeor,bobber
abbcir,bicarb
eoorsw,wooers
ceehqu,cheque
orsttu,"trouts,tutors"
abggry,braggy
aaellp,paella
acelyy,clayey
abejor,jerboa
eoprrt,"porter,pretor,report"
eoprru,pourer
aflnot,fontal
bgmoos,gombos
eeflnn,fennel
copsuy,coypus
aaajmp,pajama
irstuz,tzuris
cghiot,gothic
ffhios,offish
dmnoos,mondos
aehkns,shaken
aehknr,"hanker,harken"
aenppr,napper
dmnooy,monody
aerswy,"sawyer,swayer"
eimmnu,immune
eeggor,george
aflmyy,mayfly
deepsw,spewed
cekttu,tucket
cdeilu,euclid
cdeilt,"delict,deltic"
cdeils,sliced
cekopt,pocket
deelmt,melted
cdeilo,"coiled,docile"
aaemmm,mammae
ekmnoy,monkey
ddiims,misdid
ilqstu,quilts
aekstw,tweaks
ailmpr,primal
afjlru,jarful
eoortt,tooter
bcinor,bicorn
aeeptt,pattee
bcemor,"comber,recomb"
dejstu,justed
deelmy,medley
bcemoo,coombe
ckrstu,"struck,trucks"
beells,belles
deelmr,melder
ckosst,stocks
bffosu,buffos
deelmw,mewled
cioprt,tropic
aaorst,aortas
begins,"begins,beings,binges"
beginr,bering
ddeflo,folded
eensyz,sneezy
bdeips,bipeds
aalpps,appals
gimnoo,mooing
bcdiou,cuboid
dejott,jotted
gimnov,moving
gimnow,mowing
gimnop,moping
amnotu,amount
efrsuz,furzes
cikkpu,kickup
afgitz,zaftig
begino,boeing
beginn,benign
bgilnu,bluing
eipptt,tippet
aejpry,japery
ilmppy,pimply
aejprs,"japers,jasper"
ehipss,pishes
aagnuy,guyana
ddlpuy,puddly
bffoos,boffos
hoopsw,whoops
beorrt,robert
bgilno,goblin
cjnosu,juncos
ceimrt,metric
eeprsu,"peruse,purees,rupees"
ahmotz,matzoh
eeprsw,spewer
hoopst,photos
aefitx,fixate
eeprss,sprees
aglnty,tangly
oorsst,"roosts,torsos"
deehir,heired
iopstv,pivots
ahmotu,mahout
fhisty,shifty
fgiluy,uglify
acgily,cagily
deehil,heiled
ginowy,yowing
adilvy,avidly
elorvy,overly
beoosz,boozes
emnopt,potmen
aekqru,quaker
giknoy,yoking
giknot,toking
elottu,outlet
ceeitx,excite
giknop,poking
ahsuzz,huzzas
aoprrt,"parrot,raptor"
bikmnu,bumkin
aoprrw,prowar
ehlrru,hurler
aaeimn,anemia
beikrs,bikers
ossttu,stouts
adentv,advent
dehist,histed
adentt,attend
deggmu,mugged
dehiss,"dishes,hissed"
hinnsy,shinny
aeghps,phages
elopty,peyotl
deottw,wotted
aegrtt,target
bdirtu,turbid
eiqrsu,"quires,risque,squire"
ddello,dolled
nooprs,pornos
hillop,philol
hinnst,ninths
aeksst,"skates,stakes,steaks"
cdgiin,dicing
chhnoo,honcho
ddellu,dulled
hilloy,holily
eimnzz,mizzen
ainqtu,"quaint,quanti"
ddeppu,dupped
acersy,"creasy,scarey"
acersz,crazes
acegnu,uncage
eiipsx,pixies
eiipst,pities
iklnty,tinkly
acerss,"caress,escars,scares"
acerst,"carets,cartes,caster,caters,crates,reacts,recast,traces"
acersu,"causer,cesura,saucer"
acersv,"carves,cavers,craves"
addims,misadd
addimr,madrid
dilmpy,dimply
abdelo,"albedo,doable"
addimy,midday
adnsuy,sunday
enqrsu,querns
ahiitt,tahiti
eegosy,yogees
bdeirv,verbid
loovvx,volvox
addemm,dammed
addemn,"damned,demand,madden"
fghilt,flight
addemp,damped
acejlo,cajole
addemr,madder
bknosu,bunkos
cccoxy,coccyx
einrrs,rinser
bdeiru,"buried,rubied"
bdimoy,imbody
absuwy,subway
deggpu,pugged
giilsv,vigils
abdefr,barfed
bdlnos,blonds
bceekr,rebeck
aeeqtu,equate
eglluy,gulley
achmss,chasms
fiilsu,filius
eegrtt,getter
ehmmru,hummer
abdely,dyable
efosss,fosses
achmsy,chasmy
abhntu,bhutan
abdelz,blazed
ddeipr,prided
einpru,"punier,purine,unripe"
erstwy,wryest
effttu,tuffet
almrwy,warmly
ceflst,clefts
adeemr,"reamed,remade"
adeems,"edemas,seamed"
eorrsv,rovers
egpstu,getups
einprs,"repins,ripens,sniper"
ahrtwy,wrathy
cirstu,"citrus,rictus,rustic"
aforuv,favour
adeemn,demean
eefrtt,fetter
eefrtu,refute
ceffio,office
bceist,bisect
ijrstu,jurist
ghinpy,hyping
dimsst,midsts
ansyzz,snazzy
aesvwy,waveys
acikmr,karmic
adinty,dainty
belors,robles
derrsy,dryers
ceeeno,eocene
eiknrt,tinker
ehoopy,phooey
delott,"dottle,lotted"
efgios,fogies
ellmss,smells
ffopsu,pouffs
gijkno,joking
dehlsu,lushed
aadenv,nevada
bbbelo,bobble
bceiox,icebox
aeehnp,peahen
adkorv,dvorak
bbinnu,nubbin
acefpu,faceup
elosst,stoles
bbbelu,bubble
eiostw,towies
irstwy,wristy
aghprs,graphs
gijknu,juking
aadenn,andean
cdeeho,echoed
aarrtt,tartar
eflstu,flutes
aiimns,simian
eglnsu,"gunsel,lunges"
effost,"offset,setoff"
ehimst,theism
aimssw,swamis
acgirt,tragic
elmuzz,muzzle
hiintw,within
dellpu,pulled
innoot,notion
eeprsv,vesper
alpsty,platys
innoos,onions
cdeehw,chewed
bfloty,botfly
cdeeht,etched
deffno,offend
gsyyyz,syzygy
eekops,pekoes
elorrs,sorrel
egghil,higgle
aalnnu,annual
aalnns,annals
ceeint,entice
dhirst,thirds
ceeinv,"evince,venice"
chippy,chippy
ddeemo,demode
alllsy,allyls
mmoopp,pompom
ahoory,hooray
abortu,"rubato,tabour"
cdeips,spiced
cdeipr,priced
degttu,gutted
cdeipt,depict
abbdet,tabbed
abbdeu,bedaub
ehknru,hunker
eiinrw,winier
aacnry,canary
ahmssw,shawms
ahmssu,shamus
eggglo,goggle
aefkry,"fakery,freaky"
abbdeg,gabbed
opstty,spotty
abbdel,dabble
aefkrs,"fakers,freaks"
eiirvz,vizier
acdeiv,advice
dehjos,joshed
abbdej,jabbed
adeoss,odessa
bceels,celebs
aghinv,having
abijow,ojibwa
aghint,hating
bchlot,blotch
aghinr,haring
aeprsx,praxes
afltuv,vatful
acekst,casket
aaelor,areola
abbgor,gabbro
bglruu,bulgur
adeejy,deejay
antuvy,vaunty
cclotu,occult
deefgl,fledge
delpux,duplex
himmsy,shimmy
eeksst,skeets
lloowy,woolly
bmoors,"bromos,brooms"
ceorrt,rector
ooprss,"sopors,spoors"
abegoz,gazebo
acdelp,placed
aeiirr,airier
elllor,loller
bmoory,broomy
bbeops,bebops
cklpsu,plucks
abegor,borage
mnoopp,pompon
cffily,cliffy
eejlsw,jewels
anorty,"aroynt,notary"
akswyy,skyway
aeirrs,"raiser,sierra"
aegnry,anergy
efilst,"filets,fliest,flites,itself,stifle"
aegnrw,"gnawer,wagner"
aegnrv,graven
cffils,cliffs
aegnrs,"angers,ganser,ranges,sanger"
aegnrr,"garner,ranger"
enrsuu,unsure
acdelt,talced
belosu,"blouse,boules"
bdlooy,bloody
belosw,"belows,bowels,elbows"
cdelru,"curdle,curled"
aelstx,"exalts,laxest"
illrst,trills
aeegsw,sewage
bdloos,bloods
ehmrsy,rhymes
bddeir,"bedrid,bidder,birded"
ddiors,sordid
dehnor,"dehorn,horned"
ceorss,"corses,crosse,scores"
bddein,bidden
bddeio,bodied
ceorsv,"corves,covers"
ceorsw,"cowers,escrow"
ceorst,"corset,coster,escort,rectos,sector"
ceorsu,"course,source"
dehnoy,hoyden
ehprsu,pusher
adgiin,aiding
coopss,scoops
aabcmn,cabman
cinstu,"cutins,tunics"
adekpr,parked
ahnowy,anyhow
cccosu,coccus
aaikll,alkali
eijknr,jerkin
eijknu,junkie
ceinty,nicety
adekpy,keypad
anortu,outran
aabcms,abscam
cchiks,"chicks,schick"
eehiin,heinie
beerrw,brewer
aabgmn,bagman
ehkors,kosher
ghnotu,"hognut,nought"
aeknsy,sneaky
acekpr,"packer,repack"
egiill,gillie
dioort,toroid
bdilns,blinds
horstw,"throws,worths"
giinnx,nixing
efflmu,muffle
bdilnu,dublin
acmrsu,sacrum
eeosxy,oxeyes
aabgms,gambas
hiimst,isthmi
immnos,"monism,nomism"
allovy,ovally
abinos,bonsai
eeimnr,ermine
abinot,"bonita,obtain"
eefrsu,refuse
eefrst,"fester,freest"
ablmop,aplomb
deeenr,needer
eeglru,reglue
achips,phasic
aepprt,tapper
ddeerr,redder
ablmoo,abloom
ilopsx,oxlips
aeinpr,"panier,rapine"
ilopsu,"pilous,poilus"
aeinpp,nappie
ilopss,spoils
aeinpt,pantie
efiost,softie
bgiint,biting
giinnp,pining
aegotu,outage
aefils,falsie
aegotw,towage
behrst,berths
behrsu,busher
bdiilo,libido
defmor,"deform,formed"
cehrty,cherty
agiiln,ailing
hiopps,"hippos,popish"
inqstu,"quints,squint"
aepprr,rapper
ahipss,aspish
bdddeu,budded
aefill,faille
aefiln,finale
eehotw,towhee
ahmrtw,warmth
aamnrt,mantra
dnopsu,pounds
iksvvy,skivvy
emoppt,moppet
bcmrsu,crumbs
emoppr,mopper
ginoww,wowing
fggory,froggy
eilnny,lineny
eikllr,killer
adentw,wanted
eilnns,linens
aadimn,aidman
benoty,betony
enottu,"tenuto,teuton"
eiklly,likely
elostx,extols
addeil,"dialed,laddie"
acflru,"carful,fulcra"
inostx,toxins
elostu,"solute,tousle"
elostw,"lowest,owlets,towels"
abehil,habile
beloor,bolero
achmsu,sumach
blstuy,"butyls,subtly"
eenqsu,queens
aeerrs,"eraser,searer"
aeerrr,rearer
aeerrt,tearer
aeerrw,wearer
bcceio,boccie
aabert,abater
aabers,abaser
dinptu,pundit
aaabir,arabia
bijoux,bijoux
emnnno,nonmen
eilmzz,mizzle
deglow,glowed
dgnoru,ground
efkorr,forker
bllory,brolly
eijnno,enjoin
bdeggo,bogged
ailnrt,trinal
ailnru,urinal
hisstx,sixths
bdeitt,bitted
beinru,burnie
cdeorw,crowed
begirt,begirt
cdeors,"coders,credos,decors,scored"
cdeorr,"corder,record"
afosst,fatsos
eillrw,willer
bdeggu,bugged
demmos,modems
defikn,"finked,knifed"
eeirst,reties
bcimsu,cubism
eeirss,series
abddey,daybed
cfginu,fungic
ejrstu,juster
bilsuy,busily
abddeu,daubed
abdder,barded
eeirsx,sexier
eeirsy,eyries
abdden,banded
abddeo,aboded
abddel,"balded,bladed"
aijlor,jailor
eknorr,kroner
aeflln,fallen
eikrss,"kisser,krises,skiers"
abddeg,badged
ceikoo,cookie
abddee,beaded
eikrsy,kyries
eknory,yonker
elmnor,merlon
elrttu,turtle
aacfnr,franca
hlosty,hostly
ceioot,cootie
aacfnt,caftan
adefhs,fashed
amrsty,smarty
cnoors,croons
adefht,hafted
berstu,"brutes,buster,rebuts,tubers"
cchhii,chichi
akpttu,kaputt
annort,natron
alpssy,splays
bemoor,boomer
ainsux,auxins
cchhin,chinch
diijnn,djinni
eegrst,"egrets,greets"
aiosyz,zoysia
abhlsu,ablush
cderuv,curved
himops,mopish
aemnsy,yamens
aadpyy,payday
dennpu,punned
aemnss,"manses,mensas"
aemnsv,mavens
dhinsy,shindy
aemnst,"aments,mantes,stamen"
aoprvy,vapory
cehkoy,"chokey,hockey"
eeiptw,peewit
efknru,funker
giknst,tsking
aacnns,cannas
cehkos,chokes
ademno,"daemon,moaned"
ehinrs,"shiner,shrine"
ehinrt,hinter
aiilnn,anilin
diorrt,torrid
cflpuu,cupful
eoprrv,prover
deerrw,redrew
ceehnw,whence
ehorsy,horsey
eepstt,septet
chklos,shlock
ehorss,"horses,shoers,shores"
ehorsu,houser
ehorst,"others,throes"
ehorsw,"shower,whores"
ehorsv,"hovers,shover,shrove"
bmooss,bosoms
arrsty,starry
bmoosy,bosomy
aeepst,peseta
fhilst,filths
aceeps,"escape,peaces"
beeils,belies
beeilr,belier
enrsty,sentry
efilrr,rifler
efilrs,"filers,fliers,lifers,rifles"
efilrt,"filter,lifter,trifle"
efilru,ireful
dghouy,doughy
ehnopy,phoney
aegnst,agents
delppu,pulped
aegnsv,"ganevs,vegans"
aagmns,gasman
enrstu,"tuners,unrest"
adehyy,heyday
enrstw,strewn
abckls,blacks
chrrsu,churrs
cdefor,forced
fflruy,ruffly
belorw,"blower,bowler"
belort,bolter
beloru,rouble
emostt,"motets,totems"
bbekos,kebobs
aeehlx,exhale
bddeno,bonded
aegsss,gasses
fioprt,profit
aegsst,"sagest,stages"
aegssw,swages
aeehlr,healer
ceiknr,nicker
abdory,byroad
bnorsu,"bourns,suborn"
demmpu,mumped
eeeflr,feeler
aahmos,omahas
eeehwz,wheeze
abdors,"adsorb,boards,broads,dobras"
access,access
efirtt,fitter
aeflst,festal
ceopru,recoup
ceoprt,copter
ceoprs,"copers,corpse"
aboost,taboos
ailmyz,mazily
cggloy,cloggy
eosttu,"outset,setout"
ceirst,"citers,trices"
aagnry,angary
cdioss,discos
cdiost,dicots
aeflsx,flaxes
ceopry,recopy
ceoprx,precox
cnostu,"counts,tucson"
aeknps,pekans
empssu,spumes
amrsuu,aurums
adefkl,flaked
gimnpu,"impugn,umping"
eefluy,eyeful
addegn,danged
gginry,gyring
eijrtt,"jitter,trijet"
aalstt,statal
gginru,urging
deetwy,tweedy
abblru,bulbar
cddloy,cloddy
biiktz,kibitz
eeimms,emmies
acceip,"icecap,ipecac"
eefrrt,ferret
aforsv,favors
acceit,acetic
abetuy,beauty
aforsy,forays
ipqsuu,quipus
ffisst,stiffs
aalort,aortal
iloprx,prolix
ilopry,"pylori,ropily"
beeepr,beeper
abrssy,brassy
eiilrx,elixir
aekknr,kraken
acceil,celiac
abbbly,blabby
ackrsw,wracks
ackrst,tracks
ahprss,sharps
alstvy,vastly
aahnov,navaho
ahprsy,sharpy
ahiprs,parish
bbstuy,stubby
eginoo,goonie
inqsuy,quinsy
eehllr,heller
aefimn,famine
cdeeft,defect
eerttw,wetter
aeemnr,"meaner,rename"
aeemns,"enemas,seamen"
aaamnn,manana
eglouy,eulogy
aacnsv,canvas
aeklrr,larker
aeklrt,talker
aeemnx,axemen
adenos,anodes
eiintv,invite
bnossu,bosuns
deoptt,potted
aaamnp,panama
adenot,"atoned,donate"
afikls,kalifs
adegst,staged
cchily,chicly
deeffr,reffed
adeekl,leaked
hmotuy,mouthy
deeeps,seeped
deeepr,"deeper,peered"
cdenos,second
cdenor,corned
cdenot,docent
dehnos,noshed
abcins,cabins
acekrt,"racket,tacker"
acekrr,racker
acekrs,"creaks,sacker"
cimmox,commix
cdestu,educts
adopst,adopts
acdejk,jacked
eellop,pollee
bceemo,become
aabest,abates
aainpt,"patina,pinata"
aainps,paisan
aainpr,pirana
fginry,"fringy,frying"
eggisu,gigues
abefhl,behalf
aefflw,waffle
elmort,molter
afinru,unfair
aeglry,argyle
aefnsu,unsafe
aaklrs,kraals
aeglrz,glazer
bdeinr,"binder,brined,inbred,rebind"
ceikrt,ticker
aeglrv,gravel
eeqsuu,queues
ceikrs,sicker
aeglrs,"argles,glares,lagers,larges"
aeglrr,larger
aeklss,slakes
amnpty,tympan
einrru,ruiner
bdeikl,bilked
eimnnx,meninx
eenswy,weensy
fghist,fights
imorst,mortis
aaeort,aortae
cdeosu,escudo
amoppy,maypop
cdeosw,scowed
begisw,bewigs
ghinsy,shying
denotw,wonted
cdeosy,decoys
cekooy,cookey
aabchs,casbah
dloors,"dolors,drools"
adeivw,waived
dlooru,dolour
ahirtw,wraith
arsstt,starts
acgims,magics
bcilpu,public
apsstu,stupas
acgimn,macing
abbcry,crabby
diloss,solids
chitwy,witchy
acehpr,preach
abnoty,botany
bbeglo,gobble
eikstw,weskit
emorst,metros
emorsu,mouser
emorsv,movers
emorsw,mowers
biopsy,biopsy
aehlns,hansel
adeevw,weaved
enosty,stoney
ffisux,suffix
delosw,"dowels,slowed"
delosv,solved
delosu,"loused,souled"
delost,oldest
aaimms,miasma
emprss,sperms
eimnnt,tinmen
bbbeir,bibber
acehpt,hepcat
adiiko,aikido
aaffry,affray
egnrtu,urgent
bdeett,betted
degipp,gipped
aeerst,"aretes,easter,eaters,reseat,seater,teaser"
degipr,griped
aeerss,"easers,erases,sarees"
aiilov,olivia
abnstu,bantus
eepttu,puttee
cdeggo,cogged
aemnpu,pneuma
eloprt,petrol
fimost,motifs
dlmouy,mouldy
eeffot,toffee
cceirt,cretic
dgiist,digits
cemnow,cowmen
cdgino,coding
ellpuy,pulley
aaegnr,reagan
acchny,chancy
ilrtwy,twirly
deefzz,fezzed
ceehos,echoes
orsstw,worsts
elopss,slopes
eimotv,motive
aarsww,warsaw
elopsu,loupes
ceehoy,echoey
eegkrs,greeks
aeqrtu,"quarte,quatre"
eehmmr,hemmer
aamnsy,mayans
aanrtz,tarzan
hilpst,spilth
aamnst,"atmans,mantas"
hinors,rhinos
eeiprx,expire
ccooor,rococo
glmosu,moguls
eiklmr,milker
bciors,sorbic
ceehry,cheery
adisst,sadist
adissu,saudis
abflry,barfly
cellos,cellos
aggimn,gaming
cddeeu,"deduce,deuced,educed"
inosuv,vinous
aeortt,rotate
bginsu,busing
acnorr,rancor
acdstu,ducats
cdeiik,dickie
alopvv,pavlov
abdefl,fabled
acnort,"cantor,carton,contra,craton"
adgijn,jading
cdeiir,dicier
aghrst,garths
cdeiit,citied
egghru,hugger
chimss,schism
cddeeo,decode
eioost,otiose
aorrsz,razors
cddeek,decked
ahsstw,swaths
cddeei,"decide,deiced"
aagors,agoras
enostx,sexton
ennost,"sonnet,tenons,tonnes"
cdeinw,winced
agmmnu,magnum
aekrst,"skater,streak,takers"
ennosx,xenons
eoruvy,voyeur
knnotu,unknot
beemmr,member
accsuu,caucus
aeeimn,meanie
deorrw,reword
dellsw,dwells
morruu,rumour
agmmno,gammon
cilopu,oilcup
achkly,"chalky,hackly"
ckknos,knocks
accilt,lactic
aberrt,barter
abennr,banner
aberry,brayer
defssu,fussed
achklt,klatch
eerrtv,revert
abhost,bathos
eloorw,wooler
aenrrt,"errant,ranter"
dehins,shined
accilo,calico
cfimor,formic
emmmru,mummer
cfimot,comfit
ahoqtu,quotha
ellssw,swells
adirrt,ritard
deippy,yipped
beeems,beseem
elnntu,tunnel
aipszz,pizzas
egnors,goners
aeinrs,arisen
eknost,tokens
cehrry,cherry
cehoss,"choses,coshes"
dnosuz,zounds
ghlopu,plough
acknss,snacks
acoryz,coryza
deegss,sedges
deegsu,segued
deegsw,wedges
ciksst,sticks
aegovy,voyage
agimww,wigwam
einrwy,winery
adekry,darkey
ailnot,latino
addenr,"dander,darned"
addens,"desand,sadden,sanded"
ceillo,collie
adekrs,drakes
adekrr,darker
eijnor,"joiner,rejoin"
elnosu,ensoul
aeinnv,vienna
aeinnp,pinnae
abkluy,baulky
aeinnr,inaner
noptuw,uptown
aimstu,autism
bcemru,cumber
aacmss,camass
aclopu,"copula,cupola"
klnops,plonks
dgnoos,godson
dgnoor,drongo
hqrsuu,qurush
aeinno,eonian
aeinnn,nannie
ailnst,"instal,latins,stalin"
deelnr,lender
deelns,lensed
adenry,yarned
addery,"drayed,yarded"
ailnss,snails
berruy,rebury
addert,"darted,traded"
adderw,"edward,wadder,warded"
ailnsy,inlays
adders,"adders,dreads,readds,sadder"
eemrsu,resume
abdnry,brandy
ceosvy,coveys
beiiss,ibises
aeimmt,tammie
cchhru,church
abdnrs,brands
aailtv,latvia
ansssu,susans
acisss,cassis
acgior,orgiac
ainnos,anions
dilost,stolid
fiillp,fillip
adeils,"aisled,ideals,ladies,sailed"
ainnot,"anoint,nation"
aillyz,lazily
agintx,taxing
ehoosy,hooeys
ehoost,soothe
aghlos,galosh
aehllt,lethal
aabggs,gasbag
aeelwy,leeway
aademz,amazed
mprstu,trumps
ddehor,horded
ccelry,cycler
adeilv,vialed
aaeert,aerate
admtuy,adytum
adprsu,purdas
chittw,twitch
bdiitt,tidbit
efikns,knifes
ddehoo,hooded
aademn,"anadem,maenad"
ailtxy,laxity
acefst,facets
acefsu,fauces
aceptu,teacup
celtuy,cutely
acefss,fasces
adeilz,lazied
bijosu,bijous
aeflnx,flaxen
crsstu,crusts
hilstw,whilst
diprtu,putrid
defggo,fogged
eiilms,simile
hostuy,youths
achntu,nautch
defggu,fugged
eillrt,tiller
densyy,sydney
cceoss,cosecs
deippp,pipped
achnty,chanty
cnoopu,coupon
deknos,kendos
acegir,cagier
annoty,antony
annotw,wanton
efoort,"foetor,footer"
lorsuy,sourly
cklnsu,clunks
acnnot,"cannot,canton"
efoorw,woofer
biqssu,squibs
eehrsy,heresy
eehrsx,hexers
acnnos,canons
adeffg,gaffed
eehrsu,rushee
eehrst,"esther,ethers,theres,threes"
eehrsw,"hewers,shewer,wheres"
abblwy,wabbly
acnnoy,canyon
hlpsuy,plushy
chsssu,schuss
ailrsy,riyals
ejlort,jolter
beiors,ribose
acitvy,cavity
aenrrs,snarer
ehinwy,whiney
cdekop,pocked
afirrs,friars
beesst,besets
gggily,giggly
bhiosy,boyish
alrstw,trawls
adettt,tatted
adettv,vatted
afirry,"friary,rarify"
bdeios,"bodies,dobies"
abprtu,abrupt
defrtu,turfed
afglru,frugal
eeelrr,reeler
deoruv,devour
aamrtu,trauma
afinst,faints
himswy,whimsy
eirrtw,writer
adgrsu,guards
hlnouy,unholy
bnortu,burton
aacnpt,catnap
aghiln,haling
aclnox,claxon
ehoopr,hooper
giinsz,sizing
aeiors,ariose
acdegr,"cadger,graced"
acdegs,cadges
ginpry,prying
deippt,tipped
diloos,solido
aghilt,alight
ghortu,trough
ginprs,spring
aegpru,prague
ilppry,ripply
acceln,cancel
ipstty,typist
bbderu,"dubber,rubbed"
abekmn,embank
adeehj,hadjee
adeehl,healed
bdenor,bonder
adeehp,heaped
adeehr,"adhere,header"
abekmr,embark
adeeht,heated
adeehv,heaved
bdenoy,beyond
aalssv,vassal
demrsu,demurs
cffino,coffin
aiknnp,napkin
adehtt,hatted
befftu,buffet
adehtw,thawed
adehty,deathy
dejknu,junked
bbeorr,robber
glorwy,growly
aelrst,"alerts,alters,laster,salter,slater,staler,talers"
aagmms,"gammas,magmas"
aelrsv,"lavers,ravels,salver,serval,slaver,versal"
cdmnoo,condom
aelrss,"lasers,rassle"
ikmrsy,smirky
hikssw,whisks
achopr,carhop
aelrsy,"layers,relays,slayer"
ehmoss,shmoes
dfiirt,trifid
eerrtu,ureter
efoorr,roofer
elnrtu,runlet
beijrs,jibers
iisstv,visits
bhilsu,bluish
erssty,tressy
ersstw,"strews,wrests"
ersstu,"estrus,russet,surest"
eikpss,spikes
aggquy,quaggy
aegity,gaiety
aiprty,parity
aggnsy,snaggy
ellmsy,smelly
blrruy,blurry
beorst,"sorbet,strobe"
aaehny,hyaena
aeprrt,"prater,rapter"
deinnw,winned
aabkln,balkan
diloyz,dozily
dddeor,"dodder,rodded"
aaehnt,athena
beehlt,bethel
aafinr,farina
egnoss,"gnoses,segnos"
aeinsz,zanies
ddeesu,sueded
iloppu,populi
aeinsv,navies
aaeprs,sarape
lmmoux,lummox
eejkrr,jerker
aeinss,"anises,sansei"
beorsw,"bowers,browse"
anoprs,"aprons,parson"
ceilms,climes
ceessx,excess
anoprt,"patron,tarpon"
affsst,staffs
ceesss,cesses
efiorx,foxier
acchty,catchy
filnor,florin
bdiimr,midrib
hinpsx,sphinx
acfort,factor
illsty,stilly
aemsyz,zymase
ailnnu,annuli
fmprsu,frumps
ailnnp,pinnal
agiimn,aiming
ablors,labors
ahillp,phalli
abloru,labour
acdehk,hacked
ablorw,barlow
eeeirr,eerier
enorss,"senors,sensor,snores"
bennot,bonnet
ehinor,heroin
imnnow,minnow
abbdde,dabbed
deggtu,tugged
affikr,kaffir
acdehw,chawed
eehrtw,wether
ehsstu,"shutes,tushes"
acgirs,cigars
acdehs,"cashed,chased"
acdehr,"arched,chared,chedar"
cehpsy,psyche
cffoss,scoffs
accekl,cackle
deeerw,weeder
deeerv,"reeved,veered"
deeery,redeye
aekopt,topeka
aaelnp,apneal
abeknr,banker
eeksty,keyset
almrsu,"larums,murals"
adeeit,ideate
adeeir,"aeried,dearie"
acginr,"arcing,caring,racing"
acgins,casing
acginp,pacing
giinsw,wising
acginv,caving
acginw,cawing
acgint,acting
ailwxy,waxily
eopstx,sexpot
bcdeku,bucked
ddikos,kiddos
adeiux,adieux
acgrss,scrags
aemqru,marque
ellort,toller
beorss,sobers
eipsxy,pyxies
aanpsv,pavans
cfiity,citify
acgino,agonic
emorrw,wormer
aehlot,loathe
gilloy,logily
aehlor,lahore
aacitx,ataxic
delopy,"deploy,ployed"
aacitv,atavic
ccelsy,cycles
delopu,louped
delopr,polder
delops,sloped
delopp,lopped
celttu,"cutlet,cuttle"
ddehlu,huddle
befilo,foible
bceikr,bicker
aastzz,tazzas
aemuzz,mezuza
aainss,asians
aainsv,avians
aamors,aromas
inoprs,prison
giikln,liking
elrsty,styler
ennorw,renown
dnossu,sounds
ennoru,neuron
bggiin,gibing
efiszz,fizzes
eglntu,gluten
emrsss,messrs
bggiiw,bigwig
adqssu,squads
ilnost,tonsil
denopr,ponder
eioswy,yowies
aeeilm,mealie
aeeiln,elaine
ciostu,coitus
aabcls,cabals
egjlnu,jungle
accstu,cactus
beersw,webers
beersv,breves
beerst,berets
cdeelw,clewed
acflno,"falcon,flacon"
deeins,"denies,seined"
deeinr,"denier,nereid,reined"
hmrstu,thrums
deeinv,"devein,endive,envied,veined"
ehmrst,therms
hillpu,uphill
abhorr,harbor
abhors,abhors
eilott,toilet
ahhrru,hurrah
deloop,"looped,poodle,pooled"
ailosv,violas
aeklnw,wankel
cdeell,celled
lmooru,ormolu
ennrru,runner
dddego,dodged
aemnru,manure
aemnrt,marten
eesttw,tweets
agostv,gavots
aemnrs,namers
agostu,outgas
deiktt,kitted
lostyz,zlotys
cdiiox,oxidic
cehknu,kuchen
bcmoos,"combos,coombs"
ehinsw,"newish,whines"
aclmor,clamor
dehipt,pithed
eklnru,lunker
eillst,illest
dehipp,hipped
dehips,pished
deersu,reused
deerst,"desert,deters,rested"
deersw,reweds
deersv,"served,versed"
chimnu,munich
deerss,seders
kklmuu,mukluk
ceehil,lichee
loprsw,prowls
ehortx,exhort
ehorty,theory
iprsty,stripy
ehortt,"hotter,tother"
eeirrs,sirree
aaelrv,larvae
eeirrw,rewire
abekrr,barker
ilooyz,oozily
eflnot,teflon
eflnos,felons
emopst,tempos
emopsy,myopes
eflnoy,felony
aeenuv,avenue
inoprt,tropin
abegrs,barges
dillsy,idylls
aaltuv,valuta
eilnop,pinole
eilnos,"insole,lesion"
eilnor,lienor
ccioss,ciscos
eeqruu,queuer
acnops,capons
eginss,"gneiss,singes"
eggosu,gouges
hnoops,phonos
deflru,furled
elossu,"louses,ousels"
cdeikl,licked
cdeikk,kicked
ahrssu,hussar
elosss,losses
cdeikw,wicked
cdeikt,ticked
cdeiku,duckie
cdeikr,"dicker,ricked"
abekry,bakery
aeklns,ankles
hirrss,shirrs
ciilmu,cilium
eginsw,"sewing,swinge"
cortuy,outcry
